epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,90.7265,1.49358,1.28744,1.2475,0.84451,0.7623,0.83847,0.36405,1.7458,1.14601,1.37882,0.000990365,0.000990365,0.000990365
43,92.8335,1.52215,1.3011,1.28107,0.82884,0.71861,0.82411,0.36585,1.66779,1.17171,1.37915,0.000973861,0.000973861,0.000973861
44,94.9435,1.63453,1.42213,1.39816,0.76681,0.7377,0.77948,0.36765,1.73858,1.15969,1.4157,0.000957358,0.000957358,0.000957358
45,97.0145,1.61415,1.26658,1.24949,0.81728,0.70911,0.79583,0.36886,1.72761,1.18035,1.38492,0.000940855,0.000940855,0.000940855
46,99.1045,1.54196,1.31451,1.26838,0.76955,0.83607,0.83811,0.39152,1.71277,1.16462,1.40185,0.000924352,0.000924352,0.000924352
47,101.237,1.53891,1.32908,1.34562,0.85205,0.84426,0.89097,0.416,1.678,1.14593,1.38848,0.000907848,0.000907848,0.000907848
48,103.358,1.53586,1.31662,1.29148,0.8544,0.81783,0.86744,0.37554,1.75514,1.17104,1.39701,0.000891345,0.000891345,0.000891345
49,105.433,1.53223,1.245,1.25987,0.83163,0.83852,0.87899,0.39947,1.76631,1.08702,1.39817,0.000874842,0.000874842,0.000874842
50,107.518,1.62355,1.43863,1.32562,0.81695,0.84459,0.85013,0.3839,1.7186,1.14324,1.40479,0.000858338,0.000858338,0.000858338
51,109.607,1.46987,1.22969,1.25272,0.85584,0.85246,0.87799,0.41479,1.66504,1.05696,1.37868,0.000841835,0.000841835,0.000841835
52,111.708,1.42642,1.19571,1.20491,0.8039,0.8223,0.85606,0.38582,1.69758,1.12256,1.3854,0.000825332,0.000825332,0.000825332
53,113.816,1.4303,1.21335,1.22083,0.80039,0.83611,0.86751,0.40594,1.70878,1.07296,1.38621,0.000808828,0.000808828,0.000808828
54,115.891,1.42352,1.19491,1.19717,0.75479,0.86222,0.88033,0.41591,1.68351,1.08997,1.37756,0.000792325,0.000792325,0.000792325
55,118,1.44161,1.17814,1.19899,0.83846,0.85082,0.88674,0.43384,1.61905,1.07698,1.33532,0.000775822,0.000775822,0.000775822
56,120.115,1.39712,1.15717,1.1774,0.83192,0.82787,0.84698,0.40176,1.6319,1.14851,1.35387,0.000759318,0.000759318,0.000759318
57,122.196,1.42567,1.16871,1.1991,0.83911,0.77869,0.84932,0.40159,1.66876,1.14266,1.36391,0.000742815,0.000742815,0.000742815
58,124.283,1.46556,1.27229,1.22035,0.79742,0.78444,0.84554,0.40256,1.69502,1.07165,1.37319,0.000726312,0.000726312,0.000726312
59,126.349,1.48961,1.20065,1.26393,0.83986,0.8054,0.84583,0.39326,1.7169,1.11394,1.36981,0.000709809,0.000709809,0.000709809
60,128.43,1.41688,1.15393,1.20096,0.83985,0.78554,0.85215,0.38556,1.74539,1.0759,1.35818,0.000693305,0.000693305,0.000693305
61,130.555,1.41211,1.12491,1.17632,0.80233,0.84828,0.84471,0.39413,1.70091,1.00829,1.36523,0.000676802,0.000676802,0.000676802
62,132.644,1.47601,1.1841,1.26326,0.84089,0.86066,0.87712,0.39144,1.71592,1.06045,1.37841,0.000660299,0.000660299,0.000660299
63,134.747,1.42656,1.15209,1.20114,0.842,0.88357,0.86399,0.39287,1.69723,1.06255,1.37526,0.000643795,0.000643795,0.000643795
64,136.826,1.40431,1.10857,1.19773,0.82625,0.87783,0.86534,0.40621,1.69341,1.04692,1.36885,0.000627292,0.000627292,0.000627292
65,138.899,1.33201,1.09613,1.17092,0.82532,0.88867,0.85173,0.38736,1.74561,1.05179,1.40619,0.000610789,0.000610789,0.000610789
66,140.98,1.32935,1.0698,1.18765,0.81863,0.86066,0.86722,0.38823,1.7231,1.06151,1.38858,0.000594286,0.000594286,0.000594286
67,143.026,1.31518,1.03559,1.12569,0.77865,0.83432,0.83066,0.38599,1.69103,1.1282,1.38442,0.000577782,0.000577782,0.000577782
68,145.124,1.20525,1.06821,1.08336,0.81336,0.8848,0.87132,0.39364,1.70195,1.05723,1.36656,0.000561279,0.000561279,0.000561279
69,147.199,1.32701,1.07087,1.13203,0.82518,0.8655,0.87384,0.4076,1.67265,1.04366,1.3633,0.000544776,0.000544776,0.000544776
70,149.271,1.37194,1.12173,1.14376,0.83924,0.84595,0.85272,0.40884,1.69336,1.03193,1.37377,0.000528272,0.000528272,0.000528272
71,151.333,1.37441,1.10711,1.18305,0.80791,0.82793,0.83502,0.3907,1.74466,1.05481,1.39657,0.000511769,0.000511769,0.000511769
72,153.476,1.38423,1.12828,1.18363,0.83321,0.86095,0.8358,0.37317,1.71745,1.11606,1.41988,0.000495266,0.000495266,0.000495266
73,155.527,1.32538,1.03182,1.17177,0.81586,0.8266,0.84701,0.38652,1.70309,1.04958,1.38634,0.000478762,0.000478762,0.000478762
74,157.592,1.34916,1.02827,1.13351,0.78909,0.87851,0.84399,0.38051,1.73046,1.04596,1.36878,0.000462259,0.000462259,0.000462259
75,159.673,1.26225,1.05846,1.12754,0.83752,0.85607,0.85235,0.42228,1.64637,1.05236,1.34619,0.000445756,0.000445756,0.000445756
76,161.755,1.24476,1.01926,1.1042,0.85017,0.87705,0.87305,0.42125,1.66011,1.02569,1.34424,0.000429253,0.000429253,0.000429253
77,163.805,1.42528,1.07965,1.1802,0.85013,0.85649,0.87694,0.40914,1.70831,1.02047,1.37499,0.000412749,0.000412749,0.000412749
78,165.915,1.15615,0.97434,1.03671,0.80197,0.87448,0.86818,0.39818,1.712,1.03922,1.39762,0.000396246,0.000396246,0.000396246
79,168.046,1.30193,0.99957,1.1329,0.80475,0.86885,0.82656,0.40254,1.65191,1.05561,1.35177,0.000379743,0.000379743,0.000379743
80,170.125,1.22273,1.11888,1.12273,0.84748,0.8532,0.85909,0.431,1.61583,1.01922,1.3465,0.000363239,0.000363239,0.000363239
81,172.193,1.23497,0.9952,1.13094,0.85234,0.88822,0.86275,0.41205,1.64862,1.01277,1.34571,0.000346736,0.000346736,0.000346736
