epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,129.927,0.44821,0.53381,0.93972,0.81219,0.49575,0.96968,0.55056,0.51621,0.49466,0.96776,0.55044,0.48295,0.3452,0.4385,0.839,0.79301,0.00146896,0.00146896,0.00146896
14,139.752,0.44892,0.53399,0.9272,0.81713,0.49159,0.97442,0.55751,0.51969,0.49159,0.97442,0.55751,0.50068,0.36508,0.4263,0.86665,0.79541,0.00145246,0.00145246,0.00145246
15,149.593,0.44808,0.52477,0.91396,0.81354,0.49484,0.96385,0.5214,0.48922,0.49484,0.96385,0.5214,0.4613,0.3293,0.44597,0.83639,0.79295,0.00143595,0.00143595,0.00143595
16,159.308,0.42571,0.49684,0.91533,0.80857,0.49573,0.99502,0.51517,0.48487,0.49573,0.99502,0.51517,0.46182,0.32829,0.39651,0.83443,0.79127,0.00141945,0.00141945,0.00141945
17,169.124,0.41579,0.50105,0.89436,0.80561,0.49599,0.99581,0.52199,0.48825,0.49599,0.99581,0.52199,0.45299,0.31157,0.43324,0.82156,0.78735,0.00140295,0.00140295,0.00140295
18,178.894,0.43276,0.50099,0.88583,0.80959,0.48736,0.99348,0.53235,0.50057,0.48736,0.99348,0.53235,0.47094,0.31138,0.3933,0.85562,0.78925,0.00138644,0.00138644,0.00138644
19,188.727,0.41301,0.49342,0.879,0.80704,0.48762,0.99207,0.5152,0.48175,0.48663,0.98981,0.51433,0.45245,0.32275,0.41034,0.79436,0.79154,0.00136994,0.00136994,0.00136994
20,198.449,0.43379,0.50101,0.88353,0.80956,0.49667,0.99581,0.52597,0.50064,0.49667,0.99581,0.52597,0.47344,0.31476,0.39995,0.79826,0.78751,0.00135344,0.00135344,0.00135344
21,209.057,0.41043,0.48529,0.872,0.80615,0.49891,0.99581,0.52685,0.50111,0.49891,0.99581,0.52685,0.4714,0.31152,0.4042,0.79833,0.78171,0.00133693,0.00133693,0.00133693
22,218.848,0.40234,0.46851,0.84684,0.80293,0.49902,0.99355,0.51795,0.49216,0.49902,0.99355,0.51795,0.46251,0.2933,0.40742,0.81866,0.78405,0.00132043,0.00132043,0.00132043
23,229.539,0.39537,0.47613,0.86773,0.80456,0.48155,0.98903,0.52661,0.49876,0.48155,0.98903,0.52661,0.46809,0.29544,0.399,0.82448,0.78595,0.00130393,0.00130393,0.00130393
24,239.85,0.4022,0.49609,0.85812,0.80459,0.47212,0.99352,0.51514,0.47416,0.47212,0.99352,0.51514,0.44228,0.36147,0.43399,0.8843,0.79387,0.00128742,0.00128742,0.00128742
25,250.482,0.40046,0.46144,0.85968,0.80135,0.49544,0.97387,0.52065,0.49126,0.49544,0.97387,0.52065,0.464,0.30293,0.4062,0.82212,0.78404,0.00127092,0.00127092,0.00127092
26,260.868,0.39304,0.48861,0.85505,0.80476,0.48995,0.99581,0.51607,0.4841,0.48995,0.99581,0.51607,0.4584,0.31842,0.3949,0.82609,0.78631,0.00125442,0.00125442,0.00125442
27,271.738,0.38762,0.47272,0.85329,0.80103,0.50107,0.99581,0.5197,0.4962,0.50107,0.99581,0.5197,0.46406,0.28167,0.42172,0.77523,0.77956,0.00123791,0.00123791,0.00123791
28,286.215,0.38407,0.47216,0.83995,0.80154,0.48733,0.98779,0.51978,0.49493,0.48733,0.98779,0.51978,0.46224,0.29875,0.40155,0.86155,0.78311,0.00122141,0.00122141,0.00122141
29,300.675,0.38789,0.47419,0.85527,0.80308,0.49456,0.9664,0.52007,0.49554,0.49456,0.9664,0.52007,0.4637,0.28486,0.40062,0.80087,0.78239,0.00120491,0.00120491,0.00120491
30,312.47,0.38775,0.4695,0.85637,0.80256,0.49563,0.99581,0.51088,0.48176,0.49563,0.99581,0.51088,0.44693,0.32811,0.42362,0.90763,0.78855,0.0011884,0.0011884,0.0011884
31,324.325,0.38111,0.47037,0.84181,0.80316,0.49678,0.99581,0.50871,0.48501,0.49678,0.99581,0.50871,0.45478,0.30218,0.39467,0.87397,0.78304,0.0011719,0.0011719,0.0011719
32,336.81,0.37408,0.44482,0.82433,0.79826,0.49912,0.99581,0.51075,0.4854,0.49912,0.99581,0.51075,0.4566,0.29581,0.37866,0.91851,0.78395,0.0011554,0.0011554,0.0011554
33,351.082,0.37898,0.46433,0.82843,0.79915,0.489,0.99578,0.50427,0.47796,0.489,0.99578,0.50427,0.44442,0.28363,0.43,0.89476,0.7842,0.00113889,0.00113889,0.00113889
34,365.123,0.37612,0.44821,0.8225,0.80324,0.49359,0.99555,0.50841,0.48312,0.49359,0.99555,0.50841,0.4481,0.30033,0.41242,0.88799,0.78447,0.00112239,0.00112239,0.00112239
35,377.801,0.37958,0.46042,0.8331,0.79935,0.49449,0.99355,0.50671,0.48275,0.49449,0.99355,0.50671,0.45013,0.26966,0.37547,0.82204,0.78022,0.00110589,0.00110589,0.00110589
36,390.713,0.36886,0.45284,0.83201,0.79848,0.49317,0.99355,0.51957,0.4973,0.49317,0.99355,0.51957,0.46541,0.26452,0.3858,0.81714,0.78153,0.00108938,0.00108938,0.00108938
37,404.205,0.37615,0.45873,0.82677,0.7987,0.49223,0.99581,0.50576,0.48415,0.49223,0.99581,0.50576,0.44791,0.29215,0.39239,0.82386,0.78334,0.00107288,0.00107288,0.00107288
38,416.867,0.3615,0.44196,0.80948,0.79626,0.49105,0.99581,0.52099,0.49342,0.49105,0.99581,0.52099,0.4595,0.2793,0.41665,0.83547,0.77805,0.00105638,0.00105638,0.00105638
39,430.524,0.37418,0.4606,0.81064,0.79912,0.49832,0.99581,0.50987,0.49018,0.49832,0.99581,0.50987,0.45154,0.28142,0.36603,0.81352,0.77917,0.00103987,0.00103987,0.00103987
40,442.593,0.36678,0.45273,0.81284,0.79764,0.49654,0.99581,0.52848,0.50684,0.49654,0.99581,0.52848,0.46662,0.27827,0.38939,0.96177,0.77802,0.00102337,0.00102337,0.00102337
41,452.891,0.35822,0.44145,0.81234,0.79527,0.50022,0.99581,0.51074,0.4929,0.50022,0.99581,0.51074,0.45703,0.26391,0.38519,0.85775,0.77878,0.00100687,0.00100687,0.00100687
42,463.114,0.3681,0.45105,0.80654,0.79802,0.49999,0.99581,0.5102,0.48948,0.49999,0.99581,0.5102,0.45516,0.27318,0.37478,0.8825,0.77828,0.000990365,0.000990365,0.000990365
43,473.308,0.36668,0.45346,0.81265,0.79889,0.49298,0.99581,0.5047,0.48541,0.49298,0.99581,0.5047,0.44854,0.2744,0.365,0.85391,0.78021,0.000973861,0.000973861,0.000973861
44,483.408,0.35394,0.4321,0.79607,0.79763,0.49705,0.99355,0.50816,0.48863,0.49793,0.99581,0.50911,0.4595,0.27073,0.38499,0.89331,0.77941,0.000957358,0.000957358,0.000957358
45,493.581,0.36131,0.44975,0.80387,0.7968,0.49614,0.99808,0.51265,0.49281,0.49559,0.99684,0.51223,0.45885,0.28034,0.36304,0.92915,0.77802,0.000940855,0.000940855,0.000940855
46,503.623,0.3635,0.43715,0.79616,0.79608,0.50035,0.99581,0.51441,0.49449,0.50035,0.99581,0.51441,0.46078,0.26141,0.37626,0.83876,0.77902,0.000924352,0.000924352,0.000924352
47,515.436,0.3644,0.43479,0.77254,0.79656,0.49419,0.98676,0.50907,0.49079,0.49419,0.98676,0.50907,0.45388,0.26168,0.36732,0.92523,0.77774,0.000907848,0.000907848,0.000907848
48,525.847,0.34894,0.42889,0.78018,0.79565,0.49135,0.99389,0.50093,0.48543,0.49135,0.99389,0.50093,0.45121,0.25181,0.37256,0.85664,0.77577,0.000891345,0.000891345,0.000891345
49,536.49,0.34349,0.42547,0.78731,0.79415,0.49987,0.99581,0.5087,0.49163,0.49987,0.99581,0.5087,0.45862,0.24367,0.36283,0.95318,0.77501,0.000874842,0.000874842,0.000874842
50,546.945,0.35797,0.42611,0.77491,0.7953,0.49351,0.9845,0.50538,0.48706,0.49351,0.9845,0.5059,0.45084,0.25624,0.35484,1.02001,0.7759,0.000858338,0.000858338,0.000858338
51,556.821,0.35546,0.43479,0.79053,0.79904,0.48796,0.98903,0.50591,0.48988,0.48796,0.98903,0.50591,0.45112,0.27252,0.3813,0.81121,0.77709,0.000841835,0.000841835,0.000841835
52,566.764,0.35065,0.43549,0.78971,0.79587,0.49735,0.99581,0.50767,0.49013,0.49735,0.99581,0.50767,0.45898,0.25867,0.35153,0.93615,0.77561,0.000825332,0.000825332,0.000825332
53,576.657,0.35126,0.42314,0.76016,0.79668,0.49666,0.99581,0.50827,0.49087,0.49666,0.99581,0.50827,0.45665,0.25469,0.34892,0.95547,0.77602,0.000808828,0.000808828,0.000808828
54,586.976,0.3465,0.42432,0.76087,0.79596,0.49778,0.99581,0.50827,0.49267,0.49778,0.99581,0.50827,0.45638,0.25378,0.34705,0.94073,0.77629,0.000792325,0.000792325,0.000792325
55,596.983,0.34406,0.41689,0.75751,0.79354,0.49245,0.9664,0.50503,0.48981,0.49245,0.9664,0.50503,0.44672,0.24269,0.35372,0.90774,0.77496,0.000775822,0.000775822,0.000775822
56,607.906,0.34688,0.4293,0.76459,0.79567,0.49866,0.99808,0.51172,0.49541,0.49866,0.99808,0.51172,0.45655,0.24187,0.34919,0.86715,0.77461,0.000759318,0.000759318,0.000759318
57,621.038,0.33872,0.42479,0.74828,0.79275,0.49491,0.9931,0.50827,0.49457,0.49491,0.9931,0.50827,0.4579,0.23406,0.34127,0.95984,0.77269,0.000742815,0.000742815,0.000742815
58,635.369,0.34613,0.42943,0.75942,0.79424,0.50107,0.99618,0.50967,0.49428,0.50107,0.99618,0.50967,0.46175,0.24151,0.34294,0.985,0.7742,0.000726312,0.000726312,0.000726312
59,647.003,0.33878,0.42043,0.76267,0.79373,0.49921,0.99581,0.50719,0.49153,0.49921,0.99581,0.50719,0.45428,0.23687,0.35205,0.90094,0.77157,0.000709809,0.000709809,0.000709809
60,657.177,0.33375,0.42141,0.74571,0.79295,0.49298,0.98838,0.50579,0.48817,0.49298,0.98855,0.50579,0.45191,0.23713,0.34321,0.95675,0.77194,0.000693305,0.000693305,0.000693305
61,667.062,0.33818,0.41856,0.75715,0.7918,0.49571,0.99581,0.50445,0.48942,0.49571,0.99581,0.50445,0.45504,0.24619,0.35789,0.9932,0.77413,0.000676802,0.000676802,0.000676802
62,676.89,0.33708,0.41312,0.74968,0.7908,0.4913,0.99581,0.50294,0.4888,0.4913,0.99581,0.50294,0.45181,0.24547,0.36293,0.97213,0.77171,0.000660299,0.000660299,0.000660299
63,686.751,0.34291,0.41753,0.7335,0.78997,0.49924,0.99581,0.50769,0.49311,0.49924,0.99581,0.50769,0.45844,0.24341,0.37464,0.84251,0.77243,0.000643795,0.000643795,0.000643795
64,696.613,0.33238,0.4109,0.73645,0.7909,0.49632,0.99581,0.50603,0.4927,0.49632,0.99581,0.50603,0.45476,0.23973,0.35835,0.92466,0.77186,0.000627292,0.000627292,0.000627292
65,706.388,0.32317,0.40359,0.7312,0.78849,0.50069,0.99581,0.50896,0.49568,0.50069,0.99581,0.50896,0.45698,0.23506,0.34949,1.05278,0.77154,0.000610789,0.000610789,0.000610789
66,716.236,0.32653,0.40792,0.72869,0.78905,0.49996,0.98903,0.50913,0.49565,0.49996,0.98903,0.50913,0.45786,0.2287,0.3505,0.95187,0.77271,0.000594286,0.000594286,0.000594286
67,725.995,0.32474,0.40433,0.74571,0.78881,0.49925,0.9917,0.50956,0.4944,0.49925,0.9917,0.50967,0.45908,0.22965,0.35515,1.00961,0.77111,0.000577782,0.000577782,0.000577782
68,735.873,0.32492,0.40506,0.71257,0.79152,0.49473,0.98043,0.50937,0.49527,0.49473,0.98043,0.51031,0.45912,0.22667,0.34758,1.11308,0.7704,0.000561279,0.000561279,0.000561279
69,745.641,0.32235,0.39849,0.7397,0.78857,0.49842,0.98761,0.5091,0.49635,0.49947,0.99004,0.51005,0.4595,0.23898,0.33899,1.07156,0.77166,0.000544776,0.000544776,0.000544776
70,755.453,0.32716,0.39394,0.71279,0.79149,0.49722,0.98503,0.50823,0.49557,0.499,0.99247,0.5092,0.45749,0.2308,0.34315,1.07627,0.77095,0.000528272,0.000528272,0.000528272
71,765.224,0.32213,0.40426,0.70934,0.78865,0.49254,0.97706,0.5107,0.49688,0.49357,0.97932,0.51166,0.46091,0.22916,0.33976,1.12438,0.77212,0.000511769,0.000511769,0.000511769
72,775.061,0.3219,0.39904,0.67596,0.7871,0.49669,0.99581,0.50793,0.49411,0.49865,0.99808,0.50889,0.46213,0.22714,0.35944,1.10287,0.77366,0.000495266,0.000495266,0.000495266
73,784.897,0.32333,0.39041,0.70914,0.78902,0.49479,0.97093,0.50998,0.49778,0.49582,0.97319,0.51095,0.46204,0.22706,0.34578,1.02443,0.77149,0.000478762,0.000478762,0.000478762
74,794.79,0.32737,0.40686,0.69313,0.78923,0.50025,0.99129,0.51102,0.49892,0.50126,0.99355,0.51144,0.46357,0.22679,0.35566,1.03998,0.76966,0.000462259,0.000462259,0.000462259
75,804.625,0.31973,0.40088,0.71253,0.78877,0.49744,0.99581,0.51036,0.49796,0.49829,0.99808,0.5109,0.46235,0.21776,0.35976,1.15357,0.767,0.000445756,0.000445756,0.000445756
76,814.487,0.31764,0.39914,0.70119,0.79098,0.49744,0.98676,0.5088,0.49431,0.49846,0.98903,0.50976,0.46032,0.22502,0.35239,1.15412,0.76921,0.000429253,0.000429253,0.000429253
77,824.381,0.32006,0.39889,0.687,0.78664,0.49994,0.99581,0.50853,0.4958,0.49994,0.99581,0.50864,0.45868,0.22307,0.34819,1.23372,0.76828,0.000412749,0.000412749,0.000412749
78,834.212,0.30947,0.37707,0.68183,0.78723,0.50004,0.98374,0.50956,0.49796,0.50004,0.98374,0.50956,0.46116,0.21395,0.34354,1.23141,0.76956,0.000396246,0.000396246,0.000396246
79,844.078,0.31789,0.39421,0.68809,0.78776,0.48887,0.98309,0.50598,0.49378,0.48557,0.99581,0.50598,0.45557,0.2253,0.33905,1.24046,0.77078,0.000379743,0.000379743,0.000379743
80,854.023,0.30655,0.38471,0.67073,0.78733,0.49948,0.99581,0.50913,0.49581,0.49948,0.99581,0.50913,0.46178,0.21282,0.33059,1.23075,0.76857,0.000363239,0.000363239,0.000363239
81,863.862,0.30794,0.38496,0.6732,0.7873,0.49328,0.95675,0.50956,0.49852,0.49377,0.95962,0.50956,0.46166,0.20852,0.33451,1.10153,0.76871,0.000346736,0.000346736,0.000346736
82,873.785,0.31125,0.39293,0.66951,0.78706,0.49157,0.95112,0.50859,0.49537,0.49157,0.95112,0.50924,0.45908,0.21807,0.33534,1.16493,0.77049,0.000330233,0.000330233,0.000330233
83,883.648,0.30999,0.38541,0.66018,0.78729,0.46519,0.99581,0.50742,0.49673,0.42975,0.99808,0.50838,0.45994,0.21951,0.33516,1.25656,0.77023,0.000313729,0.000313729,0.000313729
84,893.521,0.30757,0.38077,0.66808,0.79086,0.49621,0.97423,0.50827,0.49677,0.49621,0.97423,0.50827,0.46076,0.21379,0.32804,1.50397,0.76852,0.000297226,0.000297226,0.000297226
85,903.346,0.30854,0.39147,0.6565,0.78751,0.4584,0.99808,0.5087,0.49709,0.4584,0.99808,0.50881,0.46026,0.21824,0.33238,1.46324,0.76757,0.000280723,0.000280723,0.000280723
86,913.209,0.30164,0.38819,0.67198,0.7853,0.49762,0.98067,0.50913,0.49771,0.49762,0.98067,0.50913,0.45933,0.20888,0.32821,1.3535,0.76832,0.00026422,0.00026422,0.00026422
87,923.009,0.30262,0.3821,0.64746,0.78799,0.49912,0.98521,0.50896,0.49786,0.49912,0.98521,0.50896,0.45772,0.21823,0.3332,1.30958,0.76827,0.000247716,0.000247716,0.000247716
88,932.759,0.29791,0.37726,0.65626,0.7858,0.49874,0.99386,0.5072,0.49726,0.49874,0.99386,0.5072,0.4608,0.20734,0.32816,1.23996,0.76816,0.000231213,0.000231213,0.000231213
89,942.608,0.29837,0.37695,0.64041,0.78394,0.50016,0.99581,0.51,0.49836,0.50016,0.99581,0.51,0.46299,0.20871,0.3219,1.20573,0.76782,0.00021471,0.00021471,0.00021471
90,952.457,0.30373,0.38507,0.64145,0.78714,0.49018,0.99581,0.50913,0.49901,0.49117,0.99808,0.50913,0.46368,0.20804,0.31785,1.385,0.76819,0.000198206,0.000198206,0.000198206
91,977.575,0.26243,0.34285,0.61303,0.77161,0.49362,0.98106,0.50682,0.49618,0.49348,0.98224,0.50682,0.45827,0.21149,0.32495,1.32431,0.76842,0.000181703,0.000181703,0.000181703
92,986.626,0.25489,0.33803,0.60644,0.76831,0.49248,0.95724,0.50686,0.49654,0.49358,0.9634,0.50686,0.45918,0.21118,0.32617,1.28805,0.76847,0.0001652,0.0001652,0.0001652
93,995.76,0.2567,0.33217,0.58735,0.77066,0.4977,0.99355,0.5074,0.49566,0.49631,0.99355,0.5074,0.46085,0.21647,0.32222,1.43232,0.7672,0.000148696,0.000148696,0.000148696
94,1004.81,0.25232,0.33278,0.59328,0.77035,0.48834,0.9412,0.50502,0.49317,0.488,0.94152,0.50502,0.45912,0.20938,0.31943,1.47775,0.76447,0.000132193,0.000132193,0.000132193
95,1013.81,0.25459,0.33527,0.58368,0.76856,0.4946,0.9885,0.50556,0.49409,0.4945,0.98903,0.50556,0.45823,0.2053,0.32092,1.45704,0.76649,0.00011569,0.00011569,0.00011569
96,1022.86,0.24916,0.33654,0.58185,0.77176,0.49468,0.97735,0.50556,0.49545,0.4944,0.97813,0.50556,0.45948,0.20646,0.31595,1.49336,0.76773,9.91865e-05,9.91865e-05,9.91865e-05
97,1031.92,0.24845,0.33232,0.57925,0.77074,0.4969,0.98799,0.50624,0.49641,0.49707,0.98873,0.50624,0.45928,0.20648,0.3161,1.5156,0.76801,8.26832e-05,8.26832e-05,8.26832e-05
98,1041.04,0.24898,0.33258,0.57827,0.76892,0.49624,0.98553,0.5064,0.49701,0.49644,0.98676,0.5064,0.46078,0.20656,0.31649,1.49588,0.76837,6.61799e-05,6.61799e-05,6.61799e-05
99,1050.13,0.24335,0.33506,0.57241,0.7702,0.49369,0.97201,0.50635,0.49619,0.49371,0.97545,0.50635,0.45942,0.20511,0.3161,1.47254,0.76708,4.96766e-05,4.96766e-05,4.96766e-05
100,1059.56,0.24651,0.32843,0.54178,0.77041,0.4961,0.99337,0.50586,0.49646,0.49581,0.99355,0.50586,0.45974,0.20519,0.31812,1.51152,0.76683,3.31733e-05,3.31733e-05,3.31733e-05
