epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,656.097,0.28009,0.35132,0.21824,0.78385,0.99176,0.992,0.99207,0.97815,0.99176,0.992,0.99207,0.9098,0.21942,0.30466,0.18304,0.75829,0.000284,0.000284,0.000284
132,661.118,0.27848,0.33745,0.21774,0.78124,0.992,0.99164,0.99118,0.97586,0.992,0.99164,0.99118,0.90563,0.21912,0.30329,0.19034,0.75817,0.0002708,0.0002708,0.0002708
133,666.102,0.28235,0.34521,0.21878,0.78512,0.992,0.9917,0.99043,0.97659,0.992,0.9917,0.99043,0.9,0.21908,0.30816,0.18995,0.7587,0.0002576,0.0002576,0.0002576
134,671.118,0.28505,0.33946,0.21655,0.78549,0.992,0.99177,0.99091,0.97658,0.992,0.99177,0.99091,0.9029,0.21559,0.30064,0.1834,0.75849,0.0002444,0.0002444,0.0002444
135,676.089,0.28191,0.34732,0.22149,0.78488,0.992,0.992,0.99243,0.97998,0.992,0.992,0.99243,0.90893,0.22081,0.2977,0.18601,0.75765,0.0002312,0.0002312,0.0002312
136,680.958,0.27628,0.33904,0.21152,0.78249,0.99177,0.992,0.99235,0.97957,0.99177,0.992,0.99235,0.90768,0.21957,0.30391,0.17976,0.75722,0.000218,0.000218,0.000218
137,685.788,0.26837,0.32285,0.21357,0.78125,0.99177,0.992,0.99259,0.98106,0.99177,0.992,0.99259,0.91192,0.21084,0.30361,0.18253,0.75722,0.0002048,0.0002048,0.0002048
138,690.645,0.27112,0.33023,0.2154,0.7797,0.99173,0.992,0.99228,0.97953,0.99173,0.992,0.99228,0.91235,0.21084,0.30145,0.17721,0.75791,0.0001916,0.0001916,0.0001916
139,695.519,0.27263,0.33277,0.21347,0.78377,0.99022,0.992,0.99191,0.97777,0.99022,0.992,0.99191,0.90501,0.21604,0.30015,0.18626,0.75834,0.0001784,0.0001784,0.0001784
140,700.598,0.27346,0.33203,0.21349,0.78393,0.99196,0.98759,0.99219,0.97926,0.99196,0.98759,0.99219,0.90609,0.20944,0.29941,0.18885,0.75758,0.0001652,0.0001652,0.0001652
141,718.733,0.24513,0.30886,0.19866,0.7712,0.992,0.99159,0.99248,0.9782,0.992,0.99159,0.99248,0.90373,0.2307,0.30764,0.18694,0.75915,0.000152,0.000152,0.000152
142,723.217,0.23229,0.30946,0.18937,0.76876,0.99199,0.99109,0.99344,0.98195,0.99199,0.99109,0.99344,0.91246,0.21665,0.29756,0.18566,0.75812,0.0001388,0.0001388,0.0001388
143,727.65,0.23204,0.30412,0.18709,0.76993,0.99172,0.992,0.99299,0.98154,0.99172,0.992,0.99299,0.90824,0.21367,0.29228,0.18248,0.75779,0.0001256,0.0001256,0.0001256
144,732.186,0.2332,0.29627,0.19131,0.77228,0.992,0.99184,0.99244,0.97923,0.992,0.99184,0.99244,0.90381,0.21783,0.30135,0.18104,0.75782,0.0001124,0.0001124,0.0001124
145,736.604,0.23301,0.31152,0.18951,0.76508,0.99161,0.984,0.99239,0.98017,0.99161,0.984,0.99239,0.90621,0.21651,0.2958,0.18345,0.75726,9.92e-05,9.92e-05,9.92e-05
146,741.035,0.23013,0.29836,0.18873,0.76907,0.98802,0.99001,0.99281,0.98082,0.98802,0.99001,0.99281,0.90997,0.21389,0.29915,0.17851,0.75748,8.6e-05,8.6e-05,8.6e-05
147,745.642,0.22227,0.29022,0.18319,0.76635,0.99197,0.98773,0.993,0.98041,0.99197,0.98773,0.993,0.90862,0.21503,0.29948,0.17789,0.75724,7.28e-05,7.28e-05,7.28e-05
148,750.065,0.23083,0.30129,0.18863,0.76893,0.99197,0.98765,0.99331,0.98155,0.99197,0.98765,0.99331,0.91166,0.21142,0.29916,0.17865,0.75673,5.96e-05,5.96e-05,5.96e-05
149,754.497,0.22376,0.28978,0.18466,0.76426,0.992,0.99177,0.99331,0.98041,0.992,0.99177,0.99331,0.90911,0.21378,0.30171,0.17927,0.75695,4.64e-05,4.64e-05,4.64e-05
150,758.952,0.22761,0.29971,0.18406,0.76921,0.99199,0.992,0.99308,0.98183,0.99199,0.992,0.99308,0.90864,0.21113,0.2982,0.17544,0.75669,3.32e-05,3.32e-05,3.32e-05
