epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,121.051,0.85915,0.56291,1.07652,0.98279,1,0.995,0.87517,0.65927,0.39289,0.89868,0.000973861,0.000973861,0.000973861
44,123.904,0.8718,0.56976,1.09456,0.97911,1,0.995,0.83942,0.72233,0.40767,0.90859,0.000957358,0.000957358,0.000957358
45,126.693,0.84758,0.56347,1.07675,0.98228,0.99358,0.995,0.85846,0.67432,0.4021,0.9134,0.000940855,0.000940855,0.000940855
46,129.5,0.84798,0.57609,1.0746,0.97479,1,0.995,0.85012,0.72683,0.41305,0.91996,0.000924352,0.000924352,0.000924352
47,132.366,0.86596,0.57257,1.08192,0.98194,1,0.995,0.81903,0.70888,0.38891,0.9122,0.000907848,0.000907848,0.000907848
48,135.369,0.86232,0.57752,1.07701,0.98212,1,0.995,0.85324,0.73719,0.39821,0.92602,0.000891345,0.000891345,0.000891345
49,138.162,0.80994,0.53844,1.0638,0.97288,1,0.995,0.83789,0.74114,0.42816,0.91839,0.000874842,0.000874842,0.000874842
50,141.143,0.86395,0.58827,1.08643,0.98669,1,0.995,0.85004,0.66404,0.39087,0.90043,0.000858338,0.000858338,0.000858338
51,143.935,0.86217,0.54939,1.08153,0.98274,1,0.995,0.83447,0.71824,0.39836,0.90994,0.000841835,0.000841835,0.000841835
52,146.78,0.82423,0.55053,1.07242,0.98473,1,0.995,0.86949,0.70616,0.37542,0.89785,0.000825332,0.000825332,0.000825332
53,149.563,0.854,0.55842,1.06884,0.99051,1,0.995,0.85646,0.6953,0.35137,0.89944,0.000808828,0.000808828,0.000808828
54,152.381,0.80348,0.53368,1.05054,0.98292,1,0.995,0.85416,0.6672,0.38101,0.88733,0.000792325,0.000792325,0.000792325
55,155.344,0.8266,0.55113,1.07348,0.9812,1,0.995,0.86437,0.69746,0.3825,0.87943,0.000775822,0.000775822,0.000775822
56,158.219,0.77213,0.51417,1.03067,0.98927,1,0.995,0.86555,0.70259,0.38284,0.89587,0.000759318,0.000759318,0.000759318
57,161.167,0.79194,0.54361,1.06149,0.98728,1,0.995,0.87045,0.65191,0.36093,0.88463,0.000742815,0.000742815,0.000742815
58,163.968,0.80183,0.51902,1.0555,0.99185,1,0.995,0.81048,0.6993,0.38686,0.91275,0.000726312,0.000726312,0.000726312
59,166.801,0.80456,0.52253,1.05255,0.97496,1,0.995,0.85938,0.65158,0.34178,0.87574,0.000709809,0.000709809,0.000709809
60,169.62,0.78144,0.51174,1.0516,0.9751,1,0.995,0.85883,0.66474,0.40094,0.89771,0.000693305,0.000693305,0.000693305
61,172.49,0.77988,0.4919,1.04578,0.98356,1,0.995,0.82988,0.67069,0.352,0.90705,0.000676802,0.000676802,0.000676802
62,175.29,0.7803,0.4822,1.0389,0.98641,1,0.995,0.85307,0.67092,0.37128,0.8934,0.000660299,0.000660299,0.000660299
63,178.12,0.76934,0.48492,1.02651,0.98365,1,0.995,0.84064,0.68972,0.37121,0.89374,0.000643795,0.000643795,0.000643795
64,180.951,0.77144,0.48976,1.05429,0.98665,1,0.995,0.85309,0.69542,0.35195,0.90466,0.000627292,0.000627292,0.000627292
65,183.833,0.75751,0.4939,1.02687,0.98249,1,0.995,0.8694,0.6192,0.34696,0.8846,0.000610789,0.000610789,0.000610789
66,186.704,0.78382,0.49782,1.04688,0.98669,1,0.995,0.8717,0.6376,0.35007,0.86502,0.000594286,0.000594286,0.000594286
67,189.836,0.7829,0.50703,1.05265,0.99017,1,0.995,0.84777,0.60288,0.37549,0.86361,0.000577782,0.000577782,0.000577782
68,193.113,0.71591,0.47955,1.00795,0.98492,1,0.995,0.88976,0.60914,0.36162,0.8627,0.000561279,0.000561279,0.000561279
69,196.225,0.71944,0.47863,1.01538,0.99063,1,0.995,0.83276,0.68707,0.36972,0.88238,0.000544776,0.000544776,0.000544776
70,199.316,0.72147,0.48067,1.01492,0.99013,1,0.995,0.86211,0.68682,0.35718,0.88705,0.000528272,0.000528272,0.000528272
71,202.735,0.68867,0.44889,1.00315,0.98367,1,0.995,0.87704,0.64515,0.35251,0.87721,0.000511769,0.000511769,0.000511769
72,206.113,0.73101,0.47123,1.0311,0.98368,1,0.995,0.88339,0.65132,0.36264,0.89885,0.000495266,0.000495266,0.000495266
73,209.638,0.72215,0.47416,1.01652,0.9923,1,0.995,0.87577,0.64098,0.35831,0.89348,0.000478762,0.000478762,0.000478762
74,212.926,0.72187,0.46951,1.02662,0.98318,1,0.995,0.85114,0.65928,0.3487,0.88442,0.000462259,0.000462259,0.000462259
75,216.173,0.66357,0.42999,0.97751,0.98526,1,0.995,0.83914,0.66303,0.35738,0.88277,0.000445756,0.000445756,0.000445756
76,219.387,0.67341,0.46339,1.0022,0.986,1,0.995,0.84902,0.67734,0.34829,0.89243,0.000429253,0.000429253,0.000429253
77,222.598,0.68771,0.44321,0.99731,0.98605,1,0.995,0.85695,0.66948,0.357,0.88238,0.000412749,0.000412749,0.000412749
78,226.038,0.68143,0.44935,0.99973,0.9891,1,0.995,0.86802,0.68707,0.3246,0.88288,0.000396246,0.000396246,0.000396246
79,229.23,0.68768,0.45636,1.00936,0.98533,1,0.995,0.84256,0.70464,0.34111,0.89091,0.000379743,0.000379743,0.000379743
80,232.237,0.68543,0.43194,0.99993,0.98333,1,0.995,0.85241,0.72094,0.33483,0.90939,0.000363239,0.000363239,0.000363239
81,235.254,0.68823,0.44199,0.99937,0.98417,1,0.995,0.85322,0.70198,0.34087,0.89479,0.000346736,0.000346736,0.000346736
82,238.274,0.71106,0.44211,1.01429,0.98292,1,0.995,0.85635,0.66576,0.35116,0.88345,0.000330233,0.000330233,0.000330233
83,241.294,0.68437,0.43348,0.99495,0.98355,1,0.995,0.86426,0.64757,0.33608,0.86917,0.000313729,0.000313729,0.000313729
84,244.383,0.64001,0.41379,0.97402,0.98166,1,0.995,0.86213,0.65348,0.33621,0.88129,0.000297226,0.000297226,0.000297226
85,247.376,0.68098,0.43622,0.99657,0.98667,1,0.995,0.85126,0.65305,0.32301,0.88549,0.000280723,0.000280723,0.000280723
86,250.485,0.66022,0.42826,0.99506,0.98869,1,0.995,0.88087,0.7072,0.34157,0.88631,0.00026422,0.00026422,0.00026422
