epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,168.991,0.87091,0.44794,0.94392,0.86992,0.9522,0.93626,0.6878,1.08004,0.54535,1.03623,0.000528272,0.000528272,0.000528272
71,171.439,0.84993,0.44598,0.94479,0.85035,0.95497,0.93549,0.67242,1.12913,0.5609,1.04626,0.000511769,0.000511769,0.000511769
72,174.011,0.85221,0.44185,0.95866,0.87675,0.93005,0.93417,0.67056,1.11668,0.58154,1.04665,0.000495266,0.000495266,0.000495266
73,176.381,0.88004,0.44535,0.95018,0.91614,0.88362,0.94317,0.64395,1.18563,0.5784,1.07786,0.000478762,0.000478762,0.000478762
74,179.1,0.85808,0.43838,0.95419,0.85198,0.94297,0.94529,0.67259,1.09676,0.57751,1.04365,0.000462259,0.000462259,0.000462259
75,181.716,0.86699,0.44926,0.952,0.8619,0.94243,0.94931,0.65999,1.18478,0.5905,1.08545,0.000445756,0.000445756,0.000445756
76,184.246,0.85509,0.43542,0.93873,0.87699,0.93005,0.95539,0.6811,1.12551,0.5491,1.0612,0.000429253,0.000429253,0.000429253
77,186.718,0.82241,0.42009,0.93785,0.91539,0.90663,0.95925,0.68973,1.11052,0.53849,1.05327,0.000412749,0.000412749,0.000412749
78,189.144,0.84,0.42798,0.93982,0.92275,0.9124,0.96422,0.68135,1.15023,0.55295,1.06402,0.000396246,0.000396246,0.000396246
79,191.638,0.85074,0.42829,0.93793,0.912,0.90618,0.95801,0.6879,1.15704,0.56258,1.07062,0.000379743,0.000379743,0.000379743
80,194.287,0.82187,0.43428,0.93408,0.90313,0.91338,0.93873,0.6784,1.10842,0.54371,1.04342,0.000363239,0.000363239,0.000363239
81,196.767,0.84019,0.41793,0.94562,0.89396,0.92701,0.94172,0.68829,1.07049,0.54565,1.02737,0.000346736,0.000346736,0.000346736
82,199.304,0.80014,0.41237,0.91966,0.91448,0.90402,0.94888,0.67216,1.12925,0.56172,1.0558,0.000330233,0.000330233,0.000330233
83,201.745,0.82445,0.41901,0.93357,0.90046,0.92417,0.948,0.69201,1.08766,0.55469,1.03258,0.000313729,0.000313729,0.000313729
84,204.21,0.83903,0.43072,0.93654,0.89181,0.92552,0.93794,0.68053,1.08719,0.54064,1.02619,0.000297226,0.000297226,0.000297226
85,206.553,0.80425,0.40059,0.92174,0.89567,0.92417,0.94255,0.68199,1.09115,0.54467,1.03153,0.000280723,0.000280723,0.000280723
86,208.985,0.78979,0.40659,0.92928,0.90402,0.92759,0.9427,0.68792,1.11108,0.54415,1.03921,0.00026422,0.00026422,0.00026422
87,211.444,0.80127,0.40376,0.93019,0.90211,0.92812,0.94341,0.68404,1.116,0.53547,1.04406,0.000247716,0.000247716,0.000247716
88,214.006,0.78977,0.40587,0.92646,0.88415,0.95034,0.95437,0.70048,1.08786,0.53411,1.03606,0.000231213,0.000231213,0.000231213
89,216.402,0.78121,0.39824,0.91514,0.91627,0.90949,0.95959,0.69727,1.12268,0.548,1.0547,0.00021471,0.00021471,0.00021471
90,218.902,0.76585,0.39596,0.91173,0.85707,0.96926,0.95633,0.70437,1.09838,0.54899,1.04943,0.000198206,0.000198206,0.000198206
91,238.365,0.74729,0.36242,0.90264,0.8515,0.97119,0.95273,0.69695,1.10841,0.53455,1.04901,0.000181703,0.000181703,0.000181703
92,241.28,0.73534,0.35534,0.90521,0.85919,0.9664,0.947,0.68338,1.13331,0.54797,1.0635,0.0001652,0.0001652,0.0001652
93,243.902,0.70609,0.34387,0.89604,0.85959,0.96671,0.94367,0.68491,1.108,0.56303,1.0506,0.000148696,0.000148696,0.000148696
94,246.607,0.70855,0.34173,0.88528,0.86315,0.96601,0.94658,0.68232,1.11218,0.56219,1.05225,0.000132193,0.000132193,0.000132193
95,248.999,0.72179,0.34103,0.90724,0.90381,0.93484,0.95615,0.69119,1.10972,0.55702,1.05504,0.00011569,0.00011569,0.00011569
96,251.233,0.74662,0.34728,0.90658,0.90378,0.92443,0.95774,0.7046,1.09208,0.55532,1.04809,9.91865e-05,9.91865e-05,9.91865e-05
97,253.55,0.70103,0.32958,0.88787,0.90395,0.92607,0.95892,0.69128,1.10709,0.55157,1.05604,8.26832e-05,8.26832e-05,8.26832e-05
98,255.908,0.71356,0.33464,0.88836,0.9101,0.93092,0.961,0.69711,1.10297,0.5428,1.05205,6.61799e-05,6.61799e-05,6.61799e-05
99,257.981,0.69151,0.32639,0.88258,0.92002,0.92758,0.96175,0.69615,1.10897,0.5366,1.05724,4.96766e-05,4.96766e-05,4.96766e-05
100,260.096,0.70334,0.3285,0.88918,0.91328,0.9318,0.96114,0.69031,1.12229,0.53653,1.06682,3.31733e-05,3.31733e-05,3.31733e-05
