epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.94034,1.5383,2.37736,1.22945,0.01,1,0.14522,0.07729,1.23388,2.82285,0.97006,0.00046,0.00046,0.00046
2,8.02756,1.43839,1.16249,1.13085,0.01,1,0.3832,0.23534,1.39927,2.79226,1.06435,0.000935347,0.000935347,0.000935347
3,12.4073,1.35237,0.97563,1.09158,1,0.86067,0.995,0.62121,1.35155,1.8896,1.05805,0.00140594,0.00140594,0.00140594
4,16.6227,1.38599,0.95588,1.12654,0.9912,0.97778,0.99457,0.59546,1.38544,1.22854,1.07461,0.00187178,0.00187178,0.00187178
5,20.8245,1.37752,0.89018,1.10384,0.99633,1,0.995,0.61505,1.33702,0.85732,1.05386,0.0019604,0.0019604,0.0019604
6,25.0854,1.33502,0.82604,1.07304,1,0.99518,0.995,0.62187,1.33558,0.75678,1.04562,0.0019505,0.0019505,0.0019505
7,29.5985,1.33648,0.79315,1.0766,0.95598,0.96543,0.99239,0.59754,1.34844,0.88012,1.12202,0.0019406,0.0019406,0.0019406
8,34.0835,1.30233,0.74075,1.07027,0.9973,1,0.995,0.61028,1.34593,0.66445,1.11293,0.0019307,0.0019307,0.0019307
9,37.7606,1.29319,0.73756,1.06824,0.92563,0.95556,0.94853,0.59428,1.30432,0.83714,1.14446,0.0019208,0.0019208,0.0019208
10,41.2922,1.30035,0.74203,1.10035,0.95729,0.99634,0.9933,0.62467,1.37727,0.64699,1.12959,0.0019109,0.0019109,0.0019109
11,44.7508,1.31163,0.68961,1.07245,0.99758,1,0.995,0.66241,1.25377,0.58751,1.08481,0.001901,0.001901,0.001901
12,48.1732,1.2988,0.6613,1.08569,0.99852,1,0.995,0.65181,1.23861,0.55036,1.08339,0.0018911,0.0018911,0.0018911
13,51.5851,1.24959,0.63562,1.05952,0.99685,1,0.995,0.65821,1.25923,0.54208,1.08431,0.0018812,0.0018812,0.0018812
14,55.0247,1.25796,0.63195,1.07008,0.99351,0.97778,0.99415,0.61593,1.35347,0.5803,1.13256,0.0018713,0.0018713,0.0018713
15,58.4812,1.2445,0.60919,1.06171,0.97455,1,0.99457,0.67418,1.26303,0.56936,1.0613,0.0018614,0.0018614,0.0018614
16,61.9007,1.2627,0.61581,1.06403,0.99765,1,0.995,0.66241,1.21721,0.53653,1.05658,0.0018515,0.0018515,0.0018515
17,65.365,1.23476,0.59524,1.05004,0.99723,1,0.995,0.64618,1.25265,0.55374,1.08201,0.0018416,0.0018416,0.0018416
18,68.839,1.23954,0.59305,1.06307,0.99699,1,0.995,0.65824,1.25157,0.54758,1.09506,0.0018317,0.0018317,0.0018317
19,72.2969,1.2399,0.58626,1.05376,0.99284,0.97778,0.99457,0.64932,1.20722,0.57321,1.0742,0.0018218,0.0018218,0.0018218
20,75.7472,1.26047,0.58547,1.05946,0.9974,1,0.995,0.61534,1.38046,0.54667,1.1242,0.0018119,0.0018119,0.0018119
21,79.2186,1.21123,0.57979,1.04807,0.99772,1,0.995,0.6717,1.23216,0.51491,1.07704,0.001802,0.001802,0.001802
22,82.703,1.24475,0.57086,1.0525,1,0.9954,0.995,0.64336,1.25209,0.49533,1.10378,0.0017921,0.0017921,0.0017921
23,86.2084,1.2155,0.56531,1.0565,0.98513,0.97778,0.99415,0.64663,1.26644,0.55802,1.10247,0.0017822,0.0017822,0.0017822
24,89.724,1.19032,0.55883,1.04475,0.9964,1,0.995,0.64817,1.23337,0.51819,1.08462,0.0017723,0.0017723,0.0017723
25,93.2577,1.21724,0.5529,1.05328,0.99343,1,0.995,0.63971,1.19987,0.51008,1.07592,0.0017624,0.0017624,0.0017624
26,96.7733,1.23256,0.55468,1.04581,0.99716,1,0.995,0.65496,1.27711,0.53072,1.10051,0.0017525,0.0017525,0.0017525
27,100.281,1.19175,0.54114,1.04628,0.97824,0.99886,0.99413,0.63733,1.32242,0.53284,1.13912,0.0017426,0.0017426,0.0017426
28,103.84,1.2124,0.53911,1.05313,0.99716,1,0.995,0.67142,1.21323,0.49562,1.07566,0.0017327,0.0017327,0.0017327
29,107.403,1.17513,0.5348,1.03854,0.9984,1,0.995,0.68425,1.23948,0.4914,1.08151,0.0017228,0.0017228,0.0017228
30,110.903,1.18485,0.53595,1.04379,0.99819,1,0.995,0.67756,1.24413,0.48517,1.10147,0.0017129,0.0017129,0.0017129
31,114.413,1.1643,0.51786,1.03631,0.99191,1,0.995,0.67137,1.21109,0.497,1.07919,0.001703,0.001703,0.001703
32,117.889,1.19305,0.52469,1.04815,0.97821,0.99763,0.99457,0.64482,1.31953,0.51753,1.12918,0.0016931,0.0016931,0.0016931
33,121.396,1.18654,0.5349,1.0581,0.97612,1,0.99457,0.64832,1.27041,0.5266,1.09867,0.0016832,0.0016832,0.0016832
34,125.006,1.17335,0.5217,1.03908,1,0.99226,0.995,0.67017,1.23673,0.55511,1.09526,0.0016733,0.0016733,0.0016733
35,128.501,1.17323,0.52231,1.03279,0.99754,1,0.995,0.66598,1.27194,0.52029,1.09595,0.0016634,0.0016634,0.0016634
36,132.034,1.17769,0.51164,1.04432,0.97814,0.99464,0.99457,0.64579,1.34427,0.53791,1.15661,0.0016535,0.0016535,0.0016535
37,135.569,1.15258,0.50823,1.02778,0.95919,0.97778,0.99415,0.64345,1.2762,0.5091,1.11691,0.0016436,0.0016436,0.0016436
38,139.115,1.1116,0.49774,1.01485,0.99725,1,0.995,0.68267,1.27483,0.47619,1.10265,0.0016337,0.0016337,0.0016337
39,142.612,1.15242,0.52169,1.02978,0.99848,1,0.995,0.6748,1.21609,0.49033,1.08733,0.0016238,0.0016238,0.0016238
40,146.258,1.1225,0.49951,1.02182,0.99832,1,0.995,0.67632,1.24889,0.47434,1.09324,0.0016139,0.0016139,0.0016139
41,149.848,1.11957,0.49749,1.02084,0.99444,1,0.995,0.66539,1.23199,0.47766,1.09219,0.001604,0.001604,0.001604
42,153.415,1.12043,0.49688,1.02976,0.95695,0.98814,0.9937,0.6672,1.15932,0.50369,1.05598,0.0015941,0.0015941,0.0015941
43,157.597,1.10426,0.49448,1.02087,0.99214,0.97778,0.99415,0.67992,1.20243,0.4883,1.08335,0.0015842,0.0015842,0.0015842
44,162.399,1.09607,0.4814,1.00774,0.99465,1,0.995,0.67022,1.27671,0.47331,1.10151,0.0015743,0.0015743,0.0015743
