epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.70091,1.35785,2.53193,1.25442,0.00498,1,0.56343,0.35933,0.91485,2.56888,0.90845,0.000543844,0.000543844,0.000543844
2,10.7807,1.25102,1.76554,1.16007,0.68409,0.96296,0.85741,0.69343,0.90041,1.25854,0.90031,0.00108863,0.00108863,0.00108863
3,15.8425,1.20917,1.58031,1.16652,0.42128,0.35185,0.48996,0.34996,1.17928,2.00425,1.28911,0.0016224,0.0016224,0.0016224
4,20.8171,1.21002,1.45184,1.18905,0.47799,0.92593,0.65258,0.47552,0.92473,1.72602,0.97434,0.00161749,0.00161749,0.00161749
5,25.9092,1.16607,1.26586,1.15408,0.66362,0.68409,0.67923,0.50914,0.92119,1.38471,0.90446,0.00160099,0.00160099,0.00160099
6,30.9193,1.16676,1.14005,1.15003,0.97797,0.83796,0.96875,0.81873,0.72642,0.77158,0.87736,0.00158448,0.00158448,0.00158448
7,35.9339,1.12309,0.99282,1.14552,0.72647,0.91794,0.87755,0.70321,0.74204,0.77597,0.89296,0.00156798,0.00156798,0.00156798
8,41.1611,1.09663,0.97031,1.1295,0.95097,0.98148,0.98662,0.82551,0.78988,0.65839,0.9524,0.00155148,0.00155148,0.00155148
9,46.5403,1.0663,0.87135,1.12517,0.76741,0.91875,0.87782,0.71389,0.71599,0.87563,0.89617,0.00153497,0.00153497,0.00153497
10,51.8212,1.08039,0.93339,1.12293,0.95374,0.98502,0.995,0.81152,0.75096,0.61744,0.87327,0.00151847,0.00151847,0.00151847
11,57.0964,1.07533,0.83687,1.1091,0.96197,0.98148,0.98915,0.80092,0.74688,0.57102,0.88156,0.00150197,0.00150197,0.00150197
12,62.3697,1.04343,0.78704,1.10186,0.89717,0.875,0.88322,0.7304,0.7072,0.83141,0.8651,0.00148546,0.00148546,0.00148546
13,67.5978,1.04745,0.80604,1.10917,0.85505,0.95785,0.96946,0.81626,0.65261,0.56982,0.84017,0.00146896,0.00146896,0.00146896
14,72.9044,1.0596,0.77766,1.10917,0.97788,0.99828,0.995,0.82107,0.77217,0.49942,0.92498,0.00145246,0.00145246,0.00145246
15,78.195,1.02121,0.72523,1.10411,0.91187,1,0.995,0.84659,0.78341,0.53274,0.87937,0.00143595,0.00143595,0.00143595
16,83.6393,0.98602,0.70602,1.0915,0.99107,0.96637,0.995,0.86148,0.68992,0.45133,0.88624,0.00141945,0.00141945,0.00141945
17,89.1299,1.01075,0.68426,1.09359,0.98773,1,0.995,0.82161,0.76719,0.45708,0.89347,0.00140295,0.00140295,0.00140295
18,94.3523,0.98185,0.6822,1.09443,0.97252,1,0.995,0.84351,0.65089,0.43074,0.86376,0.00138644,0.00138644,0.00138644
19,99.626,0.97488,0.65892,1.08309,0.98798,1,0.995,0.79261,0.72414,0.44966,0.89005,0.00136994,0.00136994,0.00136994
20,104.831,0.98399,0.65422,1.08639,0.98483,0.99573,0.995,0.81033,0.74999,0.47406,0.89638,0.00135344,0.00135344,0.00135344
21,110.213,0.9756,0.6987,1.07953,0.98431,1,0.995,0.85471,0.67316,0.4217,0.87053,0.00133693,0.00133693,0.00133693
22,115.45,0.91471,0.62762,1.04953,0.98509,1,0.995,0.83363,0.66627,0.44205,0.87092,0.00132043,0.00132043,0.00132043
23,120.68,0.93898,0.60689,1.06687,0.98578,1,0.995,0.83987,0.68772,0.3845,0.85879,0.00130393,0.00130393,0.00130393
24,125.915,0.94713,0.6322,1.07026,0.80915,0.94444,0.92993,0.77054,0.71087,0.76304,0.91912,0.00128742,0.00128742,0.00128742
25,131.117,0.93648,0.60253,1.05242,0.97468,1,0.995,0.84448,0.66267,0.46083,0.86017,0.00127092,0.00127092,0.00127092
26,137.131,0.90003,0.58323,1.05283,0.96521,1,0.995,0.84119,0.69366,0.45083,0.87283,0.00125442,0.00125442,0.00125442
27,142.323,0.89857,0.58755,1.06189,0.98362,1,0.995,0.8566,0.68761,0.41817,0.8868,0.00123791,0.00123791,0.00123791
28,147.562,0.92508,0.58443,1.0654,0.97617,1,0.995,0.86547,0.6657,0.39373,0.8625,0.00122141,0.00122141,0.00122141
29,152.797,0.89064,0.57314,1.05247,0.98219,1,0.995,0.86437,0.65421,0.38442,0.86517,0.00120491,0.00120491,0.00120491
30,158.063,0.89878,0.55662,1.0678,0.99317,1,0.995,0.85565,0.66084,0.39792,0.89009,0.0011884,0.0011884,0.0011884
